"Latitude (decimal degrees):	42.088",,,,,,
"Longitude (decimal degrees):	2.816",,,,,,
"Elevation (m):	99",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	1.0",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20230123:1210,715.49,890.87,28.41,6.68,3.72,0
20230123:1310,683.6,845.46,26.36,7.4,4,0
20230123:1410,568.37,692.05,21.52,7.71,3.79,0
20230123:1510,407.51,493.57,14.44,7.53,3.24,0
20230123:1610,88.81,123.59,5.72,6.44,3.1,0
20230123:1710,0,0,0,4.88,2.97,0
20230123:1810,0,0,0,4.01,2.83,0
20230123:1910,0,0,0,2.45,3.52,0
20230123:2010,0,0,0,2.23,3.1,0
20230123:2110,0,0,0,1.88,3.03,0
20230123:2210,0,0,0,1.56,2.69,0
20230123:2310,0,0,0,1.38,2.41,0
20230124:0010,0,0,0,1.12,2.34,0
20230124:0110,0,0,0,0.96,2.07,0
20230124:0210,0,0,0,1.12,1.86,0
20230124:0310,0,0,0,1.45,1.79,0
20230124:0410,0,0,0,1.58,2.07,0
20230124:0510,0,0,0,1.72,2.07,0
20230124:0610,0,0,0,1.8,2,0
20230124:0710,0,0,0,2.23,2.76,0
20230124:0810,190.79,235.33,8.94,2.53,2.97,0
20230124:0910,37.31,57.7,17.19,3.33,3.38,0
20230124:1010,21.11,37.84,23.62,4.42,3.93,0
20230124:1110,22.48,39.73,27.61,5.41,4.69,0
20230124:1210,23.91,41.62,28.65,5.94,5.52,0
20230124:1310,43.93,66.22,26.61,6.1,5.52,0
20230124:1410,91.49,121.39,21.76,6.24,5.45,0
20230124:1510,21.65,38.79,14.67,6.3,5.03,0
20230124:1610,172.02,223.85,5.94,6.35,4.69,0
20230124:1710,0,0,0,5.79,4.21,0
20230124:1810,0,0,0,5.27,4,0
20230124:1910,0,0,0,4.61,4,0
20230124:2010,0,0,0,4.93,4.28,0
20230124:2110,0,0,0,5.29,4.28,0
20230124:2210,0,0,0,5.42,4.14,0
20230124:2310,0,0,0,5.32,4.07,0
20230125:0010,0,0,0,5.27,4.07,0
20230125:0110,0,0,0,5.25,4.14,0
20230125:0210,0,0,0,5.21,4.28,0
20230125:0310,0,0,0,5.18,4.34,0
20230125:0410,0,0,0,5.14,4.28,0
20230125:0510,0,0,0,4.96,4,0
20230125:0610,0,0,0,4.46,3.72,0
20230125:0710,0,0,0,4.43,4,0
20230125:0810,113.81,147.65,9.09,4.52,3.79,0
20230125:0910,477.2,573.47,17.37,6.11,3.45,0
20230125:1010,611.56,751.86,23.82,8.18,3.72,0
20230125:1110,696.66,873.97,27.83,9.79,4.14,0
20230125:1210,717.17,907.24,28.9,10.97,4.34,0
20230125:1310,679.53,851.6,26.86,11.59,4.76,0
20230125:1410,572.88,703.79,22.01,11.61,5.1,0
20230125:1510,404.47,492.74,14.91,11.03,4.9,0
20230125:1610,171.6,226.21,6.17,9.79,4.62,0
20230125:1710,0,0,0,8.06,4.21,0
20230125:1810,0,0,0,6.77,3.93,0
20230125:1910,0,0,0,5.43,3.31,0
20230125:2010,0,0,0,4.61,3.17,0
20230125:2110,0,0,0,3.85,3.1,0
20230125:2210,0,0,0,3.08,2.83,0
20230125:2310,0,0,0,2.43,2.69,0
20230126:0010,0,0,0,1.84,2.62,0
20230126:0110,0,0,0,1.27,2.62,0
20230126:0210,0,0,0,0.76,2.55,0
20230126:0310,0,0,0,0.4,2.41,0
20230126:0410,0,0,0,0.1,2.34,0
20230126:0510,0,0,0,-0.06,2.21,0
20230126:0610,0,0,0,-0.12,2.21,0
20230126:0710,0,0,0,0.32,2.34,0
20230126:0810,256.41,310.89,9.24,0.41,1.93,0
20230126:0910,469,566.3,17.55,3.33,1.45,0
20230126:1010,394.02,474.01,24.03,5.54,1.79,0
20230126:1110,681.04,868.19,28.07,6.93,1.86,0
20230126:1210,697.69,902.97,29.15,7.67,1.59,0
20230126:1310,653.17,840.71,27.12,8.5,1.45,0
20230126:1410,554.53,694.72,22.26,9.03,1.79,0
20230126:1510,404.43,495.79,15.15,8.92,2.41,0
20230126:1610,179.11,234.16,6.39,7.83,2.97,0
20230126:1710,0,0,0,6.02,3.1,0
20230126:1810,0,0,0,5.06,2.62,0
20230126:1910,0,0,0,4.31,2.28,0
20230126:2010,0,0,0,3.46,2.07,0
20230126:2110,0,0,0,3.02,2.14,0
20230126:2210,0,0,0,2.21,2.14,0
20230126:2310,0,0,0,1.37,2.14,0
20230127:0010,0,0,0,0.95,1.93,0
20230127:0110,0,0,0,0.65,1.86,0
20230127:0210,0,0,0,0.55,1.93,0
20230127:0310,0,0,0,0.5,2.14,0
20230127:0410,0,0,0,0.36,2.21,0
20230127:0510,0,0,0,0.15,2.21,0
20230127:0610,0,0,0,-0.03,2.14,0
20230127:0710,0,0,0,1.24,2.21,0
20230127:0810,261.52,317.83,9.41,1.39,2.21,0
20230127:0910,476.08,569.68,17.74,3.16,2.28,0
20230127:1010,641.34,784.18,24.25,4.75,3.1,0
20230127:1110,696.47,860.93,28.31,5.64,3.52,0
20230127:1210,657.67,809.76,29.41,6.78,3.79,0
20230127:1310,474.15,569.27,27.38,7.41,4.07,0
20230127:1410,213.16,259.54,22.51,7.46,4.21,0
20230127:1510,295.91,355.36,15.39,7.25,4.21,0
20230127:1610,164.82,214.45,6.62,6.71,4,0
20230127:1710,0,0,0,5.94,3.66,0
20230127:1810,0,0,0,5.44,3.38,0
20230127:1910,0,0,0,5.01,3.86,0
20230127:2010,0,0,0,4.29,4.07,0
20230127:2110,0,0,0,4.15,3.86,0
20230127:2210,0,0,0,3.75,3.45,0
20230127:2310,0,0,0,3.31,3.1,0
20230128:0010,0,0,0,3.01,2.83,0
20230128:0110,0,0,0,2.67,2.55,0
20230128:0210,0,0,0,2.46,2.48,0
20230128:0310,0,0,0,2.39,2.48,0
20230128:0410,0,0,0,2.26,2.62,0
20230128:0510,0,0,0,2.24,2.76,0
20230128:0610,0,0,0,2.23,3.03,0
20230128:0710,0,0,0,2.15,4,0
20230128:0810,266.16,322.72,9.58,2.49,3.72,0
20230128:0910,484.86,574.69,17.93,3.56,3.66,0
20230128:1010,437.78,516.37,24.47,4.93,4.41,0
20230128:1110,439.31,520.14,28.56,5.94,4.83,0
20230128:1210,336.84,400.4,29.67,6.91,5.17,0
20230128:1310,390.13,463.08,27.64,7.44,5.45,0
20230128:1410,54.73,79.46,22.77,7.59,5.52,0
20230128:1510,50.02,73.79,15.63,7.23,5.31,0
20230128:1610,25.57,44.14,6.85,6.45,5.45,0
20230128:1710,0,0,0,5.41,4.97,0
20230128:1810,0,0,0,4.67,4.41,0
20230128:1910,0,0,0,3.81,4.83,0
20230128:2010,0,0,0,3.36,4.34,0
20230128:2110,0,0,0,3.01,4,0
20230128:2210,0,0,0,2.54,3.59,0
20230128:2310,0,0,0,2.07,3.24,0
20230129:0010,0,0,0,1.7,2.97,0
20230129:0110,0,0,0,1.28,2.83,0
20230129:0210,0,0,0,0.95,2.76,0
20230129:0310,0,0,0,0.67,2.69,0
20230129:0410,0,0,0,0.47,2.76,0
20230129:0510,0,0,0,0.4,2.83,0
20230129:0610,0,0,0,0.31,2.76,0
20230129:0710,0,0,0,0.79,3.24,0
20230129:0810,280.32,338.53,9.75,1.27,3.03,0
20230129:0910,484.55,577.16,18.13,3.38,2.97,0
20230129:1010,611.85,742.46,24.7,5.52,3.66,0
20230129:1110,702.41,871.33,28.81,7.02,3.93,0
20230129:1210,719.85,899.61,29.94,8.16,4.14,0
20230129:1310,679.86,845.61,27.91,8.84,4.14,0
20230129:1410,580.55,712.12,23.03,9.06,3.93,0
20230129:1510,422.1,512.43,15.88,8.92,3.79,0
20230129:1610,197.01,255.28,7.08,8.23,3.31,0
20230129:1710,0,0,0,6.78,3.1,0
20230129:1810,0,0,0,5.64,2.76,0
20230129:1910,0,0,0,4.67,2.69,0
20230129:2010,0,0,0,3.59,2.41,0
20230129:2110,0,0,0,2.26,2.21,0
20230129:2210,0,0,0,0.99,2.07,0
20230129:2310,0,0,0,0.21,2,0
20230130:0010,0,0,0,-0.22,1.93,0
20230130:0110,0,0,0,-0.42,1.86,0
20230130:0210,0,0,0,-0.55,1.79,0
20230130:0310,0,0,0,-0.71,1.72,0
20230130:0410,0,0,0,-0.61,1.72,0
20230130:0510,0,0,0,-0.51,1.79,0
20230130:0610,0,0,0,-0.32,1.86,0
20230130:0710,0,0,0,0.15,1.93,0
20230130:0810,277.29,335.36,9.93,0.2,1.72,0
20230130:0910,474.93,579.51,18.34,3.62,0.83,0
20230130:1010,585.7,743.12,24.93,6.44,0.69,0
20230130:1110,660.03,872.69,29.07,7.68,0.28,0
20230130:1210,664.18,873.04,30.21,8.54,0.76,0
20230130:1310,634.35,820.7,28.19,9.15,1.17,0
20230130:1410,299.1,366.29,23.3,9.37,1.66,0
20230130:1510,411.27,507.22,16.13,9.16,1.86,0
20230130:1610,200.81,261.49,7.31,8.38,1.66,0
20230130:1710,0,0,0,7.28,1.17,0
20230130:1810,0,0,0,6.64,0.48,0
20230130:1910,0,0,0,6.9,0.28,0
20230130:2010,0,0,0,4.98,1.17,0
20230130:2110,0,0,0,2.85,1.52,0
20230130:2210,0,0,0,2.09,1.59,0
20230130:2310,0,0,0,1.44,1.86,0
20230131:0010,0,0,0,1.22,2.14,0
20230131:0110,0,0,0,1.12,2.28,0
20230131:0210,0,0,0,1.23,2.28,0
20230131:0310,0,0,0,0.92,2.34,0
20230131:0410,0,0,0,0.7,2.34,0
20230131:0510,0,0,0,0.61,2.28,0
20230131:0610,0,0,0,0.46,2.28,0
20230131:0710,0,0,0,0.47,2.34,0
20230131:0810,277.47,336.54,10.12,1.21,2,0
20230131:0910,474.15,576.54,18.55,4.77,1.52,0
20230131:1010,583.18,740.18,25.17,8.54,1.24,0
20230131:1110,667.87,862.59,29.33,10.38,2.07,0
20230131:1210,685.75,891.99,30.49,11.81,2.41,0
20230131:1310,655.52,851.63,28.47,12.85,2.34,0
20230131:1410,558.71,712.36,23.56,13.35,2.28,0
20230131:1510,414.33,519.69,16.38,13.25,2.28,0
20230131:1610,204.65,270.5,7.55,12.19,1.79,0
20230131:1710,0,0,0,10.45,0.9,0
20230131:1810,0,0,0,9.82,0.69,0
20230131:1910,0,0,0,8.23,1.17,0
20230131:2010,0,0,0,5.74,1.66,0
20230131:2110,0,0,0,4.32,1.86,0
20230131:2210,0,0,0,3.47,1.93,0
20230131:2310,0,0,0,2.9,1.93,0
20230201:0010,0,0,0,2.52,1.93,0
20230201:0110,0,0,0,2.48,1.79,0
20230201:0210,0,0,0,3,1.66,0
20230201:0310,0,0,0,2.78,1.79,0
20230201:0410,0,0,0,2.12,2,0
20230201:0510,0,0,0,1.89,2.14,0
20230201:0610,0,0,0,1.58,2.07,0
20230201:0710,0,0,0,1.17,2.14,0
20230201:0810,259.49,315.69,10.31,1.69,1.86,0
20230201:0910,461.03,562.29,18.77,5.07,1.24,0
20230201:1010,568.71,720.45,25.42,8.78,1.24,0
20230201:1110,645.11,843.38,29.6,10.59,1.24,0
20230201:1210,653.88,873.05,30.77,11.64,0.76,0
20230201:1310,641.79,837.64,28.75,12.23,1.72,0
20230201:1410,548.24,698.7,23.84,12.33,1.79,0
20230201:1510,393.17,496.57,16.63,12.18,0.83,0
20230201:1610,187.72,249.08,7.79,11.72,0.69,0
20230201:1710,0,0,0,10.23,0.62,0
20230201:1810,0,0,0,8.79,0.9,0
20230201:1910,0,0,0,7.24,1.31,0
20230201:2010,0,0,0,5.62,1.72,0
20230201:2110,0,0,0,4.5,2.28,0
20230201:2210,0,0,0,3.28,2.41,0
20230201:2310,0,0,0,2.05,2.28,0
20230202:0010,0,0,0,1.37,2.14,0
20230202:0110,0,0,0,1.01,2.14,0
20230202:0210,0,0,0,0.96,2.14,0
20230202:0310,0,0,0,0.92,2.14,0
20230202:0410,0,0,0,0.82,2.21,0
20230202:0510,0,0,0,0.78,2.21,0
20230202:0610,0,0,0,0.67,2.28,0
20230202:0710,0,0,0,0.77,2.34,0
20230202:0810,276.28,334.88,10.51,1.38,2,0
20230202:0910,469.35,572.89,18.99,4.92,1.24,0
20230202:1010,584.39,750.14,25.67,9.22,0.9,0
20230202:1110,660.1,869.37,29.88,11,1.24,0
20230202:1210,674.35,892.12,31.06,12.25,1.59,0
20230202:1310,648.16,851.6,29.04,13.21,1.79,0
20230202:1410,557.33,717.22,24.11,13.86,1.86,0
20230202:1510,409.74,516.56,16.89,14.01,2.07,0
20230202:1610,202.26,267.54,8.03,13.14,1.79,0
20230202:1710,0,0,0,11.19,1.17,0
20230202:1810,0,0,0,9.73,1.38,0
20230202:1910,0,0,0,8.15,2.55,0
20230202:2010,0,0,0,7.02,2.69,0
20230202:2110,0,0,0,6.24,2.69,0
20230202:2210,0,0,0,4.11,2.48,0
20230202:2310,0,0,0,2.79,2.28,0
20230203:0010,0,0,0,2.05,2.28,0
20230203:0110,0,0,0,1.56,2.28,0
20230203:0210,0,0,0,1.25,2.28,0
20230203:0310,0,0,0,1.02,2.28,0
20230203:0410,0,0,0,0.89,2.21,0
20230203:0510,0,0,0,0.88,2.21,0
20230203:0610,0,0,0,0.89,2.14,0
20230203:0710,0,0,0,1.58,2.07,0
20230203:0810,279.91,341.11,10.71,2.47,1.86,0
20230203:0910,468.73,576.09,19.22,6.29,1.24,0
20230203:1010,576.73,748.56,25.92,10.74,0.69,0
20230203:1110,644.02,866.41,30.16,12.8,0.62,0
20230203:1210,661.88,896.05,31.35,13.94,0.9,0
20230203:1310,642.88,855.5,29.33,14.4,1.45,0
20230203:1410,551.25,716.29,24.39,14.43,1.38,0
20230203:1510,407.05,517.65,17.15,14.25,1.31,0
20230203:1610,201.31,267.39,8.27,13.57,1.1,0
20230203:1710,0,0,0,12.17,1.1,0
20230203:1810,0,0,0,9.93,1.45,0
20230203:1910,0,0,0,8.64,2,0
20230203:2010,0,0,0,7.21,2.48,0
20230203:2110,0,0,0,5.09,2.41,0
20230203:2210,0,0,0,3.75,2.14,0
20230203:2310,0,0,0,3.13,1.79,0
20230204:0010,0,0,0,3.01,1.72,0
20230204:0110,0,0,0,3.51,2,0
20230204:0210,0,0,0,2.75,2.34,0
20230204:0310,0,0,0,2.32,2.48,0
20230204:0410,0,0,0,1.88,2.55,0
20230204:0510,0,0,0,1.49,2.48,0
20230204:0610,0,0,0,1.17,2.48,0
20230204:0710,0,0,0,1.3,2.62,0
20230204:0810,294.97,358.23,10.92,2.39,2.28,0
20230204:0910,409.41,498.9,19.46,6.98,1.59,0
20230204:1010,574.09,749.18,26.19,12.56,0.9,0
20230204:1110,625.35,853.79,30.44,15.89,0.55,0
20230204:1210,656.58,890.52,31.65,17.45,1.66,0
20230204:1310,640.24,852.39,29.62,18.36,2.62,0
20230204:1410,535.98,694.18,24.67,18.79,3.1,0
20230204:1510,350.03,444.45,17.41,18.56,3.45,0
20230204:1610,159.22,215.26,8.51,17.32,3.45,0
20230204:1710,0,0,0,15.25,3.38,0
20230204:1810,0,0,0,13.3,3.59,0
20230204:1910,0,0,0,12.26,3.52,0
20230204:2010,0,0,0,10.43,3.38,0
20230204:2110,0,0,0,8.92,2.97,0
20230204:2210,0,0,0,7.53,2.76,0
20230204:2310,0,0,0,6.18,2.69,0
20230205:0010,0,0,0,5.27,2.69,0
20230205:0110,0,0,0,4.64,2.69,0
20230205:0210,0,0,0,4.25,2.62,0
20230205:0310,0,0,0,4.15,2.76,0
20230205:0410,0,0,0,4.34,2.97,0
20230205:0510,0,0,0,4.37,2.97,0
20230205:0610,0,0,0,4.24,2.9,0
20230205:0710,0,0,0,3.66,2.69,0
20230205:0810,283.09,346.1,11.13,3.97,2.34,0
20230205:0910,472.71,581.53,19.7,7.84,1.86,0
20230205:1010,587.74,747.51,26.45,11.99,2.41,0
20230205:1110,678.43,872.05,30.73,13.4,3.66,0
20230205:1210,689.2,886.74,31.95,14.22,4.14,0
20230205:1310,666.33,856.16,29.92,14.83,4.07,0
20230205:1410,573.09,723.74,24.95,15.05,4.14,0
20230205:1510,421.88,525.03,17.68,14.54,4.07,0
20230205:1610,209.75,274.28,8.75,13.48,3.79,0
20230205:1710,0,0,0,11.71,3.17,0
20230205:1810,0,0,0,10.3,3.1,0
20230205:1910,0,0,0,9.55,3.1,0
20230205:2010,0,0,0,8.63,3.45,0
20230205:2110,0,0,0,7.86,3.93,0
20230205:2210,0,0,0,7.34,4.48,0
20230205:2310,0,0,0,7.04,4.62,0
20230206:0010,0,0,0,6.55,4.55,0
20230206:0110,0,0,0,6.19,4.62,0
20230206:0210,0,0,0,6.04,5.03,0
20230206:0310,0,0,0,6.07,5.59,0
20230206:0410,0,0,0,6.33,6.28,0
20230206:0510,0,0,0,6.09,6.41,0
20230206:0610,0,0,0,5.57,6.55,0
20230206:0710,0,0,0,5.47,6.41,0
20230206:0810,121.75,155.74,11.35,4.67,5.86,0
20230206:0910,125.9,159.16,19.94,5.07,5.59,0
20230206:1010,116.57,149.53,26.73,5.66,5.38,0
20230206:1110,51.09,74.73,31.03,6.29,6.48,0
20230206:1210,76.14,104.06,32.26,6.89,6.55,0
20230206:1310,38.22,59.6,30.22,7.2,6.14,0
20230206:1410,32.77,52.97,25.24,7.36,5.86,0
20230206:1510,15.79,31.22,17.94,7.79,5.72,0
20230206:1610,25.81,44.45,9,7.79,5.59,0
20230206:1710,0,0,0,7.44,5.17,0
20230206:1810,0,0,0,7.14,4.97,0
20230206:1910,0,0,0,7.19,4.21,0
20230206:2010,0,0,0,7.21,3.86,0
20230206:2110,0,0,0,7.15,3.59,0
20230206:2210,0,0,0,7.15,3.52,0
20230206:2310,0,0,0,6.92,3.59,0
20230207:0010,0,0,0,6.69,3.72,0
20230207:0110,0,0,0,6.4,3.66,0
20230207:0210,0,0,0,6.3,3.66,0
20230207:0310,0,0,0,6.25,3.38,0
20230207:0410,0,0,0,6.04,3.03,0
20230207:0510,0,0,0,5.64,2.83,0
20230207:0610,0,0,0,5.36,2.69,0
20230207:0710,0,1.89,1.74,5.55,2.69,0
20230207:0810,30.71,50.14,11.57,5.58,3.03,0
20230207:0910,46.24,69.06,20.19,6.21,4.34,0
20230207:1010,51.01,74.73,27,6.52,5.72,0
20230207:1110,37.52,58.65,31.33,6.82,6.76,0
20230207:1210,27.47,46.35,32.57,7.37,6.69,0
20230207:1310,59.69,85.14,30.53,7.36,6.97,0
20230207:1410,49.23,72.84,25.53,7.38,6.76,0
20230207:1510,29.7,49.19,18.21,7.55,6.07,0
20230207:1610,15.79,31.22,9.25,7.76,5.59,0
20230207:1710,0,0,0,7.69,4.9,0
20230207:1810,0,0,0,7.64,4.69,0
20230207:1910,0,0,0,8.06,4.55,0
20230207:2010,0,0,0,7.79,4.34,0
20230207:2110,0,0,0,7.5,4.28,0
20230207:2210,0,0,0,7.21,4.41,0
20230207:2310,0,0,0,7.17,4.07,0
20230208:0010,0,0,0,7.17,3.45,0
20230208:0110,0,0,0,7.17,2.9,0
20230208:0210,0,0,0,6.62,2.48,0
20230208:0310,0,0,0,6.12,2.28,0
20230208:0410,0,0,0,5.46,2.14,0
20230208:0510,0,0,0,5.21,2.07,0
20230208:0610,0,0,0,4.98,2.07,0
20230208:0710,0,1.89,1.95,5.4,1.86,0
20230208:0810,38.85,60.18,11.8,5.59,2,0
20230208:0910,44.5,67.16,20.45,6.51,2.34,0
20230208:1010,27.39,46.35,27.29,7.48,2.55,0
20230208:1110,40.29,62.43,31.63,8.15,3.31,0
20230208:1210,37.08,58.65,32.89,8.81,3.79,0
20230208:1310,74.34,103.11,30.84,8.97,3.86,0
20230208:1410,39.36,61.49,25.82,9.04,4.14,0
20230208:1510,77.45,106.44,18.48,8.56,4.21,0
20230208:1610,42.15,65.01,9.49,7.99,3.93,0
20230208:1710,0,0,0,7.19,3.03,0
20230208:1810,0,0,0,6.2,2.41,0
20230208:1910,0,0,0,5.88,2.14,0
20230208:2010,0,0,0,5.35,1.93,0
20230208:2110,0,0,0,4.79,2,0
20230208:2210,0,0,0,4,2,0
20230208:2310,0,0,0,3.63,1.93,0
20230209:0010,0,0,0,3.29,1.93,0
20230209:0110,0,0,0,2.82,2,0
20230209:0210,0,0,0,2.54,2.07,0
20230209:0310,0,0,0,2.46,2.14,0
20230209:0410,0,0,0,2.25,2.21,0
20230209:0510,0,0,0,2.15,2.07,0
20230209:0610,0,0,0,1.81,1.79,0
20230209:0710,0.43,6.62,2.17,2.37,1.72,0
20230209:0810,50.1,73.06,12.04,3.31,1.45,0
20230209:0910,490.99,599.45,20.71,5.43,1.66,0
20230209:1010,193.88,239.25,27.57,6.78,2.14,0
20230209:1110,53.66,78.52,31.94,7.95,2.41,0
20230209:1210,691.22,877.01,33.21,8.47,2.9,0
20230209:1310,246.09,300.73,31.15,8.23,2.9,0
20230209:1410,411.33,498.83,26.11,8.39,2.76,0
20230209:1510,191.22,236.72,18.75,8.09,2.55,0
20230209:1610,166.27,214.4,9.74,7.84,2.21,0
20230209:1710,0,0,0,7.28,1.24,0
20230209:1810,0,0,0,6.7,0.97,0
20230209:1910,0,0,0,5.94,1.31,0
20230209:2010,0,0,0,5.27,1.72,0
20230209:2110,0,0,0,4.71,1.93,0
20230209:2210,0,0,0,4.35,2,0
20230209:2310,0,0,0,4.01,2.07,0
20230210:0010,0,0,0,3.44,2.14,0
20230210:0110,0,0,0,3.22,2.07,0
20230210:0210,0,0,0,2.69,2.14,0
20230210:0310,0,0,0,2.26,2.28,0
20230210:0410,0,0,0,1.98,2.34,0
20230210:0510,0,0,0,1.74,2.34,0
20230210:0610,0,0,0,1.53,2.34,0
20230210:0710,1.3,8.51,2.38,1.04,2.14,0
20230210:0810,301.75,366.16,12.28,2.16,1.72,0
20230210:0910,494.45,610.9,20.97,6.33,1.17,0
20230210:1010,610.09,788.44,27.87,8.61,0.76,0
20230210:1110,684.97,914.43,32.26,9.53,0.69,0
20230210:1210,698.21,946.57,33.53,10.14,0.48,0
20230210:1310,663.44,897.97,31.47,10.75,0.21,0
20230210:1410,581.2,764.07,26.41,11.1,0.28,0
20230210:1510,440.51,557.14,19.02,11.24,0.83,0
20230210:1610,234.11,302.2,9.99,10.73,1.79,0
20230210:1710,0,0,0,9.1,2,0
20230210:1810,0,0,0,7.64,1.45,0
20230210:1910,0,0,0,7.64,0.76,0
20230210:2010,0,0,0,7.78,0.28,0
20230210:2110,0,0,0,4.81,1.45,0
20230210:2210,0,0,0,4.17,2.07,0
20230210:2310,0,0,0,2.95,2.14,0
20230211:0010,0,0,0,1.89,2,0
20230211:0110,0,0,0,1.17,1.93,0
20230211:0210,0,0,0,0.69,1.86,0
20230211:0310,0,0,0,0.41,1.86,0
20230211:0410,0,0,0,0.27,1.93,0
20230211:0510,0,0,0,0.24,1.93,0
20230211:0610,0,0,0,0.13,2,0
20230211:0710,4.07,14.54,2.61,0.68,2.28,0
20230211:0810,302.78,365.78,12.52,1.23,1.66,0
20230211:0910,496.96,614.92,21.24,5.57,0.83,0
20230211:1010,614.37,804.27,28.16,8.59,0.28,0
20230211:1110,695.83,925.49,32.58,9.84,1.03,0
20230211:1210,716.34,957.46,33.86,10.6,1.31,0
20230211:1310,685.12,904.19,31.79,11.1,1.52,0
20230211:1410,591.6,758.14,26.71,11.27,1.72,0
20230211:1510,446.4,557.84,19.3,11.07,1.79,0
20230211:1610,239.92,308.72,10.24,10.41,1.86,0
20230211:1710,0,0,0,8.98,1.79,0
20230211:1810,0,0,0,7.71,1.38,0
20230211:1910,0,0,0,6.25,1.31,0
20230211:2010,0,0,0,5.24,1.45,0
20230211:2110,0,0,0,4.27,1.93,0
20230211:2210,0,0,0,3.72,2.14,0
20230211:2310,0,0,0,2.44,2,0
20230212:0010,0,0,0,1.66,1.93,0
20230212:0110,0,0,0,1.13,1.86,0
20230212:0210,0,0,0,0.72,1.86,0
20230212:0310,0,0,0,0.35,1.86,0
20230212:0410,0,0,0,0.08,1.86,0
20230212:0510,0,0,0,-0.15,1.86,0
20230212:0610,0,0,0,-0.38,1.93,0
20230212:0710,5.09,16.08,2.84,-0.29,2.07,0
20230212:0810,309,372.95,12.77,0.73,1.38,0
20230212:0910,493.28,613.23,21.51,5.77,0.55,0
20230212:1010,615.32,800.58,28.46,8.93,0.62,0
20230212:1110,690.78,915.09,32.9,10.55,1.31,0
20230212:1210,715.05,946.92,34.19,11.78,2,0
20230212:1310,679.19,887.89,32.11,12.61,2.34,0
20230212:1410,595.08,760.83,27.01,13.01,2.55,0
20230212:1510,445.04,556.59,19.57,12.94,2.62,0
20230212:1610,240.45,310.7,10.49,12.13,2.41,0
20230212:1710,0,0,0,10.21,2.55,0
20230212:1810,0,0,0,8.31,2.28,0
20230212:1910,0,0,0,7.42,2.07,0
20230212:2010,0,0,0,6.29,2.21,0
20230212:2110,0,0,0,4.87,2.34,0
20230212:2210,0,0,0,3.38,2.21,0
20230212:2310,0,0,0,2.37,2,0
20230213:0010,0,0,0,1.79,1.93,0
20230213:0110,0,0,0,1.37,1.93,0
20230213:0210,0,0,0,1.11,1.93,0
20230213:0310,0,0,0,0.98,2,0
20230213:0410,0,0,0,0.85,2,0
20230213:0510,0,0,0,0.84,1.93,0
20230213:0610,0,0,0,0.71,1.93,0
20230213:0710,6.74,18.63,3.07,0.77,2,0
20230213:0810,310.64,376.17,13.02,1.63,1.45,0
20230213:0910,498.18,619.41,21.79,6.45,0.83,0
20230213:1010,614.49,801.42,28.77,9.91,0.76,0
20230213:1110,684.77,914.7,33.23,11.67,1.17,0
20230213:1210,696.4,933.73,34.52,12.93,1.52,0
20230213:1310,671.86,893.6,32.43,13.78,1.72,0
20230213:1410,589.8,766.65,27.31,14.26,1.86,0
20230213:1510,444.35,562.62,19.85,14.14,2,0
20230213:1610,244.61,317.7,10.75,13.19,2.21,0
20230213:1710,0,0,0,11.14,2.28,0
20230213:1810,0,0,0,9.33,2,0
20230213:1910,0,0,0,8.5,1.86,0
20230213:2010,0,0,0,7.15,1.79,0
20230213:2110,0,0,0,6.07,2,0
20230213:2210,0,0,0,5.27,2.14,0
20230213:2310,0,0,0,4.21,2.14,0
20230214:0010,0,0,0,3.15,2.07,0
20230214:0110,0,0,0,2.43,2,0
20230214:0210,0,0,0,1.95,2,0
20230214:0310,0,0,0,1.52,2,0
20230214:0410,0,0,0,1.16,1.93,0
20230214:0510,0,0,0,0.96,1.86,0
20230214:0610,0,0,0,0.91,1.93,0
20230214:0710,7.18,19.29,3.31,1.87,2.14,0
20230214:0810,308.79,375.61,13.28,3.12,1.72,0
20230214:0910,501.56,620.85,22.08,7.91,1.72,0
20230214:1010,632.12,802.88,29.08,10.74,2.69,0
20230214:1110,710.28,915.68,33.56,12.42,3.59,0
20230214:1210,729.51,947.72,34.86,13.61,3.86,0
20230214:1310,701.31,906.78,32.76,14.22,3.93,0
20230214:1410,610.37,772.32,27.61,14.37,4.21,0
20230214:1510,459.85,572.26,20.12,14.1,4.07,0
20230214:1610,252.81,325.86,11,13.23,3.59,0
20230214:1710,0,0,0,11.39,3.38,0
20230214:1810,0,0,0,9.45,3.1,0
20230214:1910,0,0,0,8.46,2.76,0
20230214:2010,0,0,0,7.3,2.76,0
20230214:2110,0,0,0,6.43,2.83,0
20230214:2210,0,0,0,5.82,2.76,0
20230214:2310,0,0,0,5.3,2.69,0
20230215:0010,0,0,0,4.83,2.69,0
20230215:0110,0,0,0,4.41,2.62,0
20230215:0210,0,0,0,4.08,2.55,0
20230215:0310,0,0,0,3.66,2.55,0
20230215:0410,0,0,0,3.33,2.55,0
20230215:0510,0,0,0,3.03,2.48,0
20230215:0610,0,0,0,2.56,2.41,0
